Sample number,Waterbody name,Beach name,Beach access number,Latitude,Longitude,Collection date,Collection time,Microcystin LR-equivalent concentration (µg/L),Total cyanobacterial cell count (cells/mL),Microcystis mcyE (copies/mL),Anabaena mcyE (copies/mL),Planktothrix mcyE (copies/mL),Sample Type,Description of water,Description of Water - Additional Notes,Turbidity,Colour,Evidence of bloom,Water temperature (°C),Wind direction,24 hr rainfall,24 hr rainfall amount (mm),
M171219,Pigeon Lake,Grandview Beach,9622296,52.990530,-114.056046,20-Jun-17,12:15 PM,0.11,"14,092",No data,No data,No data,Composite,No data,Lake water level appears higher (on shoreline) compared to May 2017 sampling,Moderate,Green,Particles in water,20,NW,No data,No data,
M171216,Pigeon Lake,Grandview Beach,9622296,52.990530,-114.056046,27-Jun-17,11:30 AM,0.14,"7,958",No data,No data,No data,Composite,No data,Turbid due to wind & wave action,Total,Green,Particles in water,18,NW,FALSE,0,
M171213,Pigeon Lake,Grandview Beach,9622296,52.990530,-114.056046,4-Jul-17,10:00 AM,0.13,"85,565",No data,No data,No data,Composite,No data,Total turbidity due to wave & wind action,Total,Brown,No evidence,14,SE,FALSE,0,
M171218,Pigeon Lake,Grandview Beach,9622296,52.990530,-114.056046,11-Jul-17,9:36 AM,0.11,"16,926",No data,No data,No data,Composite,No data,Total turbidity due to wind & wave action,Total,Green,No evidence,17,SW,TRUE,2,
M171204,Pigeon Lake,Grandview Beach,9622296,52.990530,-114.056046,18-Jul-17,9:30 AM,0.10,"101,845",No data,No data,No data,Composite,No data,No data,Moderate,Green,No evidence,16,No wind,FALSE,0,
M171203,Pigeon Lake,Grandview Beach,9622296,52.990530,-114.056046,25-Jul-17,10:15 AM,<0.10,"94,666",No data,No data,No data,Composite,No data,Turbidity due to particles in water,Slight,Green,Particles in water,15,No wind,TRUE,6.1,
M171241,Pigeon Lake,Grandview Beach,9622296,52.990530,-114.056046,1-Aug-17,11:10 AM,0.15,"143,504",No data,No data,No data,Composite,No data,"More wave action (due to wind direction, no white caps though) stirring up silt from lake basin, causing an increase in turbidity; algae particles appear suspended within water column ",Moderate,Green,Particles in water,18,N,FALSE,0,
M171247,Pigeon Lake,Grandview Beach,9622296,52.990530,-114.056046,8-Aug-17,9:10 AM,0.14,"148,800",No data,No data,No data,Composite,No data,Slight turbidity due to particles in water,Slight,Green,Particles in water,17,No wind,TRUE,1.1,
M171243,Pigeon Lake,Grandview Beach,9622296,52.990530,-114.056046,29-Aug-17,11:20 AM,1.19,"244,328",No data,No data,No data,Composite,No data,No data,Moderate,Green,Particles in water,18,SW,FALSE,0,
M171249,Pigeon Lake,Grandview Beach,9622296,52.990530,-114.056046,10-Oct-17,12:25 PM,0.28,0,No data,No data,No data,Composite,No data,Turbid due to wind & wave action,Total,Brown/Green,Particles in water,4,NW,FALSE,0,
M171233,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,23-May-17,1:10 PM,<0.10,No data,No data,No data,No data,Composite,No data,No data,Slight,Green,No evidence,15,SE,FALSE,0,
M171236,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,30-May-17,11:45 AM,<0.10,0,No data,No data,No data,Composite,No data,No data,Clear,Brown,No evidence,11,SE,FALSE,0,
M171200,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,6-Jun-17,1:28 PM,<0.10,0,No data,No data,No data,Composite,No data,No data,Slight,Brown,No evidence,18,SE,TRUE,2.1,
M171195,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,13-Jun-17,8:50 AM,<0.10,0,No data,No data,No data,Composite,No data,Turbidity due to wave and wind,Total,Brown,No evidence,11,SE,TRUE,<1,
M171217,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,20-Jun-17,10:45 AM,<0.10,"79,648",No data,No data,No data,Composite,No data,Turbid due to wind & wave action,Total,Green,Particles in water,18,NW,FALSE,0,
M171215,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,27-Jun-17,10:30 AM,<0.10,"445,924",No data,No data,No data,Composite,No data,"Strong, gusty wind from the NW; turbid due to wind and wave action; 1'-2' swells",Total,Green,Particles in water,16,NW,FALSE,0,
M171214,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,4-Jul-17,8:55 AM,<0.10,"17,801",No data,No data,No data,Composite,No data,No data,Clear,Brown,No evidence,12,SE,FALSE,0,
M171220,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,11-Jul-17,9:00 AM,0.10,"291,102",No data,No data,No data,Composite,No data,Total turbidity due to strong wind and waves,Total,Green,No evidence,17,SE,TRUE,2,
M171211,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,18-Jul-17,9:05 AM,<0.10,"304,108",No data,No data,No data,Composite,No data,No data,Clear,Green,No evidence,10,No wind,FALSE,0,
M171205,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,25-Jul-17,9:25 AM,0.10,"147,651",No data,No data,No data,Composite,No data,Turbidity due to particles in water,Moderate,Green,Particles in water,13,No wind,TRUE,6.1,
M171242,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,1-Aug-17,10:00 AM,0.10,"245,782",No data,No data,No data,Composite,No data,Particles suspended within water column; no scum or bloom; no odour; water calm,Slight,Green,Particles in water,19,No wind,FALSE,0,
M171239,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,8-Aug-17,9:05 AM,0.17,"440,769",No data,No data,No data,Composite,No data,No data,Clear,Green,No evidence,17,No wind,TRUE,1.1,
M171244,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,29-Aug-17,10:28 AM,0.33,"426,421",No data,No data,No data,Composite,No data,No data,Moderate,Green,Particles in water,17,SE,FALSE,0,
M171240,Pigeon Lake,Ma-Me-O - 6th Street,9621608,52.974094,-113.964537,10-Oct-17,11:00 AM,0.13,0,No data,No data,No data,Composite,No data,Scattering of birds on water (100-200 birds estimated),Clear,Green,No evidence,5,NW,FALSE,0,
M171307,Pigeon Lake,Mission,9601216,53.080765,-114.130377,29-May-17,9:10 AM,0.11,0,No data,No data,No data,Composite,No data,No data,Moderate,Brown,No evidence,17.7,SW,FALSE,0,
M171312,Pigeon Lake,Mission,9601216,53.080765,-114.130377,26-Jun-17,11:35 AM,0.13,"1,743,508",No data,No data,No data,Composite,No data,No data,Clear,Colourless,No evidence,19.0,SW,FALSE,0,
M171309,Pigeon Lake,Mission,9601216,53.080765,-114.130377,10-Jul-17,9:45 AM,0.10,"165,398",No data,No data,No data,Composite,No data,No data,Slight,Colourless,Particles in water,21.3,SW,FALSE,0,
M171253,Pigeon Lake,Mission,9601216,53.080765,-114.130377,17-Jul-17,10:44 AM,0.10,"253,782",No data,No data,No data,Composite,No data,No data,Clear,Colourless,No evidence,17.0,NW,FALSE,0,
M171258,Pigeon Lake,Mission,9601216,53.080765,-114.130377,8-Aug-17,11:00 AM,0.45,"387,918",No data,No data,No data,Composite,No data,No data,Slight,Green,Particles in water,18.4,NW,FALSE,0,
M171260,Pigeon Lake,Mission,9601216,53.080765,-114.130377,28-Aug-17,12:10 PM,3.22,"751,217",No data,No data,No data,Composite,No data,No data,Moderate,Green,Particles in water,No data,NW,FALSE,0,
M171235,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,23-May-17,3:45 PM,<0.10,No data,No data,No data,No data,Composite,No data,No data,Clear,Colourless,No evidence,15,SE,FALSE,0,
M171228,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,6-Jun-17,10:15 AM,<0.10,0,No data,No data,No data,Composite,No data,No data,Moderate,Green,No evidence,15,SE,FALSE,0,
M171229,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,13-Jun-17,10:10 AM,<0.10,"14,148",No data,No data,No data,Composite,No data,No data,Moderate,Green,No evidence,15,N,TRUE,Trace,
M171230,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,20-Jun-17,9:55 AM,<0.10,0,No data,No data,No data,Composite,No data,No data,Slight,Green,No evidence,15,N,FALSE,0,
M171231,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,27-Jun-17,9:55 AM,<0.10,"49,400",No data,No data,No data,Composite,No data,No data,Slight,Green,No evidence,16,N,FALSE,0,
M171225,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,4-Jul-17,9:45 AM,<0.10,"36,507",No data,No data,No data,Composite,No data,No data,Slight,Green,No evidence,18,SE,TRUE,Trace,
M171226,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,11-Jul-17,9:40 AM,0.11,"328,144",No data,No data,No data,Composite,No data,No data,Slight,Green,No evidence,19,NW,TRUE,5.0,
M171227,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,18-Jul-17,9:45 AM,0.11,"100,307",No data,No data,No data,Composite,No data,No data,Clear,Green,Particles in water,19,No wind,TRUE,3.0,
M171222,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,25-Jul-17,9:55 AM,0.14,"83,642",No data,No data,No data,Composite,No data,No data,Moderate,Brown/Green,Particles in water,18.5,NW,TRUE,6.5,
M171223,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,1-Aug-17,9:40 AM,0.18,"479,190",No data,No data,No data,Composite,No data,No data,Slight,Green,Particles in water,20.0,NW,FALSE,0,
M171224,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,8-Aug-17,10:00 AM,1.01,"258,247",No data,No data,No data,Composite,No data,No data,Moderate,Green,Scums on surface,20,NW,TRUE,5.0,
M171193,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,29-Aug-17,9:30 AM,0.81,"185,704",No data,No data,No data,Composite,No data,No data,Moderate,Green,Particles in water,20.0,SE,FALSE,0,
M171250,Pigeon Lake,Pigeon Lake Provincial Park,9180123,53.026787,-114.126792,10-Oct-17,1:00 PM,0.14,"16,202",No data,No data,No data,Composite,No data,Some turbidity due to wind & wave action,Slight,Brown/Green,No evidence,5,NE,FALSE,0,
M171320,Pigeon Lake,Zeiner Park,9180135,53.062174,-114.165139,29-May-17,10:20 AM,<0.10,0,No data,No data,No data,Composite,No data,No data,Slight,Colourless,No evidence,16.2,SW,FALSE,0,
M171251,Pigeon Lake,Zeiner Park,9180135,53.062174,-114.165139,26-Jun-17,10:45 AM,0.10,0,No data,No data,No data,Composite,No data,No data,Slight,Colourless,No evidence,19.5,SW,FALSE,0,
M171310,Pigeon Lake,Zeiner Park,9180135,53.062174,-114.165139,10-Jul-17,10:58 AM,0.11,"138,489",No data,No data,No data,Composite,No data,No data,Clear,Colourless,Particles in water,22.5,SW,TRUE,0.5,
M171311,Pigeon Lake,Zeiner Park,9180135,53.062174,-114.165139,17-Jul-17,10:09 AM,0.12,"979,736",No data,No data,No data,Composite,No data,No data,Clear,Colourless,Particles in water,19.0,SW,FALSE,0,
M171255,Pigeon Lake,Zeiner Park,9180135,53.062174,-114.165139,8-Aug-17,10:40 AM,0.54,"122,599",No data,No data,No data,Composite,No data,No data,Slight,Green,Particles in water,18.7,SW,FALSE,0,
M171257,Pigeon Lake,Zeiner Park,9180135,53.062174,-114.165139,28-Aug-17,10:22 AM,1.14,"54,199",No data,No data,No data,Composite,No data,No data,Slight,Brown,Scums on surface,No data,SW,FALSE,0,
M171097,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573,50.121816,-113.747921,29-May-17,2:00 PM,0.12,0,No data,No data,No data,Composite,No data,No data,Moderate,Colourless,No evidence,17,S,FALSE,0,
M171098,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573,50.121816,-113.747921,5-Jun-17,2:09 PM,0.11,0,No data,No data,No data,Composite,No data,No data,Clear,Colourless,No evidence,16.0,S,FALSE,0,
M171099,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573,50.121816,-113.747921,12-Jun-17,11:44 AM,0.11,0,No data,No data,No data,Composite,No data,No data,Clear,Colourless,No evidence,17.0,E,FALSE,0,
M171100,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573,50.121816,-113.747921,22-Jun-17,1:29 PM,<0.10,0,No data,No data,No data,Composite,No data,No data,Clear,Colourless,No evidence,18.0,No wind,FALSE,0,
M171101,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573,50.121816,-113.747921,26-Jun-17,11:55 AM,<0.10,0,No data,No data,No data,Composite,No data,No data,Clear,Colourless,No evidence,17.5,S,FALSE,0,
M171102,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573,50.121816,-113.747921,4-Jul-17,1:11 PM,0.10,0,No data,No data,No data,Composite,No data,No data,Moderate,Colourless,No evidence,21.5,N,FALSE,0,
M171103,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573,50.121816,-113.747921,10-Jul-17,10:55 AM,<0.10,"372,861",No data,No data,No data,Composite,No data,No data,Clear,Colourless,No evidence,20.6,W,FALSE,0,
M171104,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573,50.121816,-113.747921,17-Jul-17,11:32 AM,0.10,"129,589",No data,No data,No data,Composite,No data,No data,Clear,Colourless,No evidence,19.5,N,FALSE,0,
M171105,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573,50.121816,-113.747921,24-Jul-17,12:06 PM,<0.10,"3,576",No data,No data,No data,Composite,No data,No data,Clear,Colourless,No evidence,20.5,N,FALSE,0,
M171106,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573,50.121816,-113.747921,31-Jul-17,12:04 PM,0.13,"5,512",No data,No data,No data,Composite,No data,No data,Slight,Colourless,No evidence,21.5,N,FALSE,0,
M171107,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573,50.121816,-113.747921,8-Aug-17,11:43 AM,0.15,"3,252",No data,No data,No data,Composite,No data,No data,Clear,Colourless,No evidence,19.5,N,FALSE,0,
M171108,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573,50.121816,-113.747921,14-Aug-17,1:08 PM,0.16,0,No data,No data,No data,Composite,No data,No data,Slight,Brown,No evidence,19.7,N,TRUE,15,
M171109,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573,50.121816,-113.747921,21-Aug-17,1:53 PM,0.29,0,No data,No data,No data,Composite,No data,No data,Slight,Brown,No evidence,19.0,N,FALSE,0,
M171110,Pine Coulee Reservoir,Pine Coulee SE Beach,8823573,50.121816,-113.747921,28-Aug-17,2:03 PM,0.15,0,No data,No data,No data,Composite,No data,No data,Clear,Colourless,No evidence,18.5,N,FALSE,0,
M171132,Pine Lake,Pine Lake Day Use,9720021,52.113595,-113.470187,30-May-17,9:33 AM,0.16,0,No data,No data,No data,Composite,No data,Material accumulating along shoreline; material is green in colour; windy condition; some wave action; birds in the area; foam present in water,Slight,Brown,Particles in water,13,E,FALSE,0,
M171136,Pine Lake,Pine Lake Day Use,9720021,52.113595,-113.470187,6-Jun-17,9:00 AM,0.16,"14,960",No data,No data,No data,Composite,No data,Water is brown with a tint of green; accumulation of green material at water surface closest to boat docking section; water smells; there is foam and green material accumulating along shoreline; birds in area,Clear,Brown,Particles in water,13,SE,TRUE,3.6,
M171140,Pine Lake,Pine Lake Day Use,9720021,52.113595,-113.470187,13-Jun-17,9:00 AM,0.16,204,No data,No data,No data,Composite,No data,Water clear (bottom visible) at shoreline but it gets slightly turbid with depth gain (particles in water); material accumulating at shoreline; crows in the area; beach must have been cleaned because material observed last week has been removed,Slight,Brown,Particles in water,16,SE,FALSE,0,
M171144,Pine Lake,Pine Lake Day Use,9720021,52.113595,-113.470187,27-Jun-17,9:10 AM,0.33,"315,924",No data,No data,No data,Composite,No data,"Water is clear but with brownish tint; There is a bit (patches) of scum on surface water; material accumulation along shoreline; as depth is gained, there is a lot of algae growth, rooted plants and birds in area",Clear,Brown,Particles in water,17,NE,FALSE,0,
M171148,Pine Lake,Pine Lake Day Use,9720021,52.113595,-113.470187,4-Jul-17,8:55 AM,0.80,"28,161",No data,No data,No data,Composite,No data,"Green material present along shoreline; water is greenish with a lot of pin-head size particles; bottom visible at shore but as depth is gained, there's a log of algae (fine hair-like material); bottom not visible",Slight,Green,Particles in water,17,W,TRUE,No data,
M171152,Pine Lake,Pine Lake Day Use,9720021,52.113595,-113.470187,11-Jul-17,9:00 AM,0.82,"196,093",No data,No data,No data,Composite,No data,Water becomes turbid with depth gain; bottom visible at shoreline; green material accumulating along shoreline; birds noted; grass clippings along shoreline too; unpleasant odour; lots of algae growth noted with depth gain,Slight,Green,Particles in water,20,NW,TRUE,1.2,
M171156,Pine Lake,Pine Lake Day Use,9720021,52.113595,-113.470187,18-Jul-17,9:15 AM,0.10,"125,010",No data,No data,No data,Composite,No data,Green material is accumulating along shoreline; unpleasant odour present; grass clippings noted; some foam present; rooted and filamentous plant material  ~5' from shoreline; lots of feces from animal origin in area,Slight,Green,Particles in water,19,S,FALSE,0,
M171202,Pine Lake,Pine Lake Day Use,9720021,52.113595,-113.470187,25-Jul-17,9:16 AM,0.51,"191,642",No data,No data,No data,Composite,No data,Smell to the area; there is some green material accumulated along shoreline; lots of aquatic algae & rooted plant growth; water is clear at beach; lots of animal feces & birds in the area,Clear,Green,Particles in water,17,W,FALSE,0,
M171207,Pine Lake,Pine Lake Day Use,9720021,52.113595,-113.470187,1-Aug-17,9:11 AM,1.59,"14,663",No data,No data,No data,Composite,No data,Animal feces in the beach area (sand); green material accumulation along shoreline; birds in area & unpleasant odour; grass clippings in area; water colour is greenish,Slight,Green,Particles in water,19,No wind,TRUE,1,
M171131,Pine Lake,Scotty's Family Resort,9301207,52.079369,-113.446256,30-May-17,8:42 AM,0.28,0,No data,No data,No data,Composite,No data,"Water colour brown with green in shallow areas (shoreline); there was some wave action due to wind; water was moderately turbid along shoreline; about 6-7"" in, water was clear",Slight,Brown,Particles in water,14,SE,FALSE,0,
M171135,Pine Lake,Scotty's Family Resort,9301207,52.079369,-113.446256,6-Jun-17,8:13 AM,0.15,"3,798",No data,No data,No data,Composite,No data,Material accumulating in layer at surface and along shoreline (green); bottom is not visible close to shore; there are lots of birds around & a lot of fecal material in the beach sane causing smell in area,Clear,Colourless,Particles in water,12,NE,TRUE,3.6,
M171139,Pine Lake,Scotty's Family Resort,9301207,52.079369,-113.446256,13-Jun-17,8:24 AM,0.18,"15,960",No data,No data,No data,Composite,No data,Material accumulating in layer at surface and along shoreline; birds around; animal feces in beach sand & fish food waste in water & beach sand; water smells a bit,Clear,Colourless,Particles in water,8,E,FALSE,0,
M171143,Pine Lake,Scotty's Family Resort,9301207,52.079369,-113.446256,27-Jun-17,8:36 AM,0.48,"223,048",No data,No data,No data,Composite,No data,Water is clear - you can see bottom as you gain depth; a lot of algae growth noted; scum on water surface & odour noted; birds in area; water line has receded/moved beach ~1 meter; material accumulation noted along shoreline; particles in water ,Clear,Green,Scums on surface,15,S,FALSE,0,
